fname,ARIMA,SARIMA,RNN,LSTM
D3623.csv,16.43456896946386,15.690831822677763,0.04307656,5.994784268465909
D3618.csv,28.390245058852333,31.589717011602094,0.067182325,14.978046417236328
D3613.csv,747.4180327868852,295.53459021361033,0.11060612,397.63970269097206
D2079.csv,193.2375,102.47410258415428,0.116047375,60.03128814697267
D2085.csv,2030.5263157894738,2030.5263157894738,3789.0261,3763.4772135416665
D2076.csv,2322.890639524885,2008.7113303073645,0.9875672,398.39261179956895
D3640.csv,189.11158724419937,186.95422259734246,0.12065205,97.40851612580124
D3596.csv,50.826792856515326,40.421162863938136,0.099377036,30.287761306762686
D3620.csv,39.7575,11.409904575938757,0.012165864,82.61573057174684
D3616.csv,67.16614701605837,37.306314927531005,0.18286109,28.76726188659667
D3644.csv,169.73080534260944,163.05895690123842,0.040817153,143.56911214192704
D3610.csv,691.875,691.5546723409736,0.004611842,1279.4495697021484
D3631.csv,17.164305059952937,20.015639532470075,0.105026275,11.072768783569327
D2071.csv,57.367812772753595,77.49221440459938,0.108143404,89.40302300347221
D3617.csv,55.078352305328956,58.016202153828594,0.18368885,24.539454604640152
D2077.csv,2006.6112386210284,1623.8666485380998,1.7916762,217.75473022460938
